Rv0726c	-	Q	Secondary metabolites biosynthesis, transport and catabolism 
Rv0727c	fucA	G	Carbohydrate transport and metabolism 
Rv0728c	serA2	E	Amino acid transport and metabolism 
Rv0729	xylB	G	Carbohydrate transport and metabolism 
Rv0731c	-	Q	Secondary metabolites biosynthesis, transport and catabolism 
Rv0732	secY	U	Intracellular trafficking, secretion, and vesicular transport 
Rv0733	adk	F	Nucleotide transport and metabolism 
Rv0734	mapA	J	Translation, ribosomal structure and biogenesis 
Rv0735	sigL	K	Transcription 
Rv0736	-	K	Transcription 
Rv0737	-	K	Transcription 
Rv0741	-	L	Replication, recombination and repair 
Rv0751c	mmsB	I	Lipid transport and metabolism 
Rv0752c	fadE9	I	Lipid transport and metabolism 
Rv0753c	mmsA	C	Energy production and conversion 
Rv0754	PE_PGRS11	G	Carbohydrate transport and metabolism 
Rv0755A	-	L	Replication, recombination and repair 
Rv0756c	-	H	Coenzyme transport and metabolism 
Rv0757	phoP	K	Transcription 
Rv0758	phoR	T	Signal transduction mechanisms 
Rv0759c	-	R	General function prediction only 
Rv0761c	adhB	C	Energy production and conversion 
Rv0763c	-	C	Energy production and conversion 
Rv0764c	cyp51	Q	Secondary metabolites biosynthesis, transport and catabolism 
Rv0765c	-	R	General function prediction only 
Rv0766c	cyp123	Q	Secondary metabolites biosynthesis, transport and catabolism 
Rv0768	aldA	C	Energy production and conversion 
Rv0769	-	R	General function prediction only 
Rv0770	-	I	Lipid transport and metabolism 
Rv0771	-	S	Function unknown 
Rv0772	purD	F	Nucleotide transport and metabolism 
Rv0773c	ggtA	E	Amino acid transport and metabolism 
Rv0774c	-	R	General function prediction only 
Rv0775	-	S	Function unknown 
Rv0776c	-	S	Function unknown 
Rv0777	purB	F	Nucleotide transport and metabolism 
Rv0778	cyp126	Q	Secondary metabolites biosynthesis, transport and catabolism 
Rv0779c	-	V	Defense mechanisms 
Rv0780	hemH	F	Nucleotide transport and metabolism 
Rv0781	ptrBa	E	Amino acid transport and metabolism 
Rv0782	ptrBb	E	Amino acid transport and metabolism 
Rv0783c	emrB	R	General function prediction only 
Rv0784	-	R	General function prediction only 
Rv0785	-	R	General function prediction only 
Rv0786c	-	R	General function prediction only 
Rv0787	-	F	Nucleotide transport and metabolism 
Rv0787A	-	F	Nucleotide transport and metabolism 
Rv0788	purQ	F	Nucleotide transport and metabolism 
Rv0790c	-	E	Amino acid transport and metabolism 
Rv0791c	-	C	Energy production and conversion 
Rv0792c	-	K	Transcription 
Rv0793	-	S	Function unknown 
Rv0794c	-	C	Energy production and conversion 
Rv0795	-	L	Replication, recombination and repair 
Rv0796	-	L	Replication, recombination and repair 
Rv0797	-	L	Replication, recombination and repair 
Rv0798c	cfp29	S	Function unknown 
Rv0799c	-	P	Inorganic ion transport and metabolism 
Rv0800	pepC	E	Amino acid transport and metabolism 
Rv0802c	-	J	Translation, ribosomal structure and biogenesis 
Rv0803	purL	F	Nucleotide transport and metabolism 
Rv0804	-	R	General function prediction only 
Rv0805	-	R	General function prediction only 
Rv0808	purF	F	Nucleotide transport and metabolism 
Rv0809	purM	F	Nucleotide transport and metabolism 
Rv0811c	-	R	General function prediction only 
Rv0812	-	H	Coenzyme transport and metabolism 
Rv0815c	cysA2	P	Inorganic ion transport and metabolism 
Rv0816c	thiX	C	Energy production and conversion 
Rv0818	-	K	Transcription 
Rv0819	-	R	General function prediction only 
Rv0820	phoT	P	Inorganic ion transport and metabolism 
Rv0821c	phoY2	P	Inorganic ion transport and metabolism 
Rv0822c	-	K	Transcription 
Rv0823c	-	J	Translation, ribosomal structure and biogenesis 
Rv0825c	-	K	Transcription 
Rv0826	-	S	Function unknown 
Rv0827c	-	K	Transcription 
Rv0828c	-	J	Translation, ribosomal structure and biogenesis 
Rv0829	-	L	Replication, recombination and repair 
Rv0830	-	Q	Secondary metabolites biosynthesis, transport and catabolism 
Rv0836c	-	S	Function unknown 
Rv0837c	-	S	Function unknown 
Rv0838	lpqR	M	Cell wall/membrane/envelope biogenesis 
Rv0839	-	R	General function prediction only 
Rv0840c	pip	R	General function prediction only 
Rv0841	-	R	General function prediction only 
Rv0843	-	C	Energy production and conversion 
Rv0844c	narL	K	Transcription 
Rv0845	-	T	Signal transduction mechanisms 
Rv0846c	-	Q	Secondary metabolites biosynthesis, transport and catabolism 
Rv0848	cysK2	E	Amino acid transport and metabolism 
Rv0849	-	R	General function prediction only 
Rv0850	-	L	Replication, recombination and repair 
Rv0851c	-	R	General function prediction only 
Rv0852	fadD16	I	Lipid transport and metabolism 
Rv0853c	pdc	R	General function prediction only 
Rv0854	-	H	Coenzyme transport and metabolism 
Rv0855	far	C	Energy production and conversion 
Rv0858c	-	E	Amino acid transport and metabolism 
Rv0859	fadA	I	Lipid transport and metabolism 
Rv0860	fadB	I	Lipid transport and metabolism 
Rv0860	fadB	I	Lipid transport and metabolism 
Rv0861c	ercc3	L	Replication, recombination and repair 
Rv0864	moaC	H	Coenzyme transport and metabolism 
Rv0865	mog	H	Coenzyme transport and metabolism 
Rv0866	moaE2	H	Coenzyme transport and metabolism 
Rv0868c	moaD2	H	Coenzyme transport and metabolism 
Rv0869c	moaA	H	Coenzyme transport and metabolism 
Rv0870c	-	S	Function unknown 
Rv0871	cspB	K	Transcription 
Rv0873	fadE10	I	Lipid transport and metabolism 
Rv0874c	-	S	Function unknown 
Rv0876c	-	R	General function prediction only 
Rv0880	-	K	Transcription 
Rv0881	-	J	Translation, ribosomal structure and biogenesis 
Rv0884c	serC	E	Amino acid transport and metabolism 
Rv0886	fprB	R	General function prediction only 
Rv0886	fprB	C	Energy production and conversion 
Rv0887c	-	S	Function unknown 
Rv0889c	citA	C	Energy production and conversion 
Rv0890c	-	K	Transcription 
Rv0890c	-	R	General function prediction only 
Rv0891c	-	T	Signal transduction mechanisms 
Rv0892	-	P	Inorganic ion transport and metabolism 
Rv0893c	-	Q	Secondary metabolites biosynthesis, transport and catabolism 
Rv0894	-	R	General function prediction only 
Rv0895	-	Q	Secondary metabolites biosynthesis, transport and catabolism 
Rv0896	gltA	C	Energy production and conversion 
Rv0897c	-	Q	Secondary metabolites biosynthesis, transport and catabolism 
Rv0899	ompA	M	Cell wall/membrane/envelope biogenesis 
Rv0902c	prrB	T	Signal transduction mechanisms 
Rv0903c	prrA	K	Transcription 
Rv0904c	accD3	I	Lipid transport and metabolism 
Rv0904c	accD3	I	Lipid transport and metabolism 
Rv0905	echA6	I	Lipid transport and metabolism 
Rv0906	-	R	General function prediction only 
Rv0907	-	V	Defense mechanisms 
Rv0908	ctpE	P	Inorganic ion transport and metabolism 
Rv0911	-	R	General function prediction only 
Rv0913c	-	Q	Secondary metabolites biosynthesis, transport and catabolism 
Rv0914c	-	I	Lipid transport and metabolism 
Rv0917	betP	M	Cell wall/membrane/envelope biogenesis 
Rv0918	-	S	Function unknown 
Rv0919	-	R	General function prediction only 
Rv0920c	-	L	Replication, recombination and repair 
Rv0921	-	L	Replication, recombination and repair 
Rv0922	-	L	Replication, recombination and repair 
Rv0923c	-	S	Function unknown 
Rv0923c	-	R	General function prediction only 
Rv0924c	mntH	P	Inorganic ion transport and metabolism 
Rv0925c	-	R	General function prediction only 
Rv0926c	-	S	Function unknown 
Rv0927c	-	R	General function prediction only 
Rv0928	pstS3	P	Inorganic ion transport and metabolism 
Rv0929	pstC2	P	Inorganic ion transport and metabolism 
Rv0930	pstA1	P	Inorganic ion transport and metabolism 
Rv0931c	pknD	L	Replication, recombination and repair 
Rv0931c	pknD	S	Function unknown 
Rv0932c	pstS2	P	Inorganic ion transport and metabolism 
Rv0933	pstB	P	Inorganic ion transport and metabolism 
Rv0934	pstS1	P	Inorganic ion transport and metabolism 
Rv0935	pstC1	P	Inorganic ion transport and metabolism 
Rv0936	pstA2	P	Inorganic ion transport and metabolism 
Rv0937c	-	S	Function unknown 
Rv0938	-	L	Replication, recombination and repair 
Rv0938	-	L	Replication, recombination and repair 
Rv0939	-	Q	Secondary metabolites biosynthesis, transport and catabolism 
Rv0939	-	R	General function prediction only 
Rv0940c	-	C	Energy production and conversion 
Rv0943c	-	P	Inorganic ion transport and metabolism 
Rv0944	-	L	Replication, recombination and repair 
Rv0945	-	R	General function prediction only 
Rv0946c	pgi	G	Carbohydrate transport and metabolism 
Rv0948c	-	E	Amino acid transport and metabolism 
Rv0949	uvrD1	L	Replication, recombination and repair 
Rv0950c	-	M	Cell wall/membrane/envelope biogenesis 
Rv0951	sucC	C	Energy production and conversion 
Rv0952	sucD	C	Energy production and conversion 
Rv0953c	-	C	Energy production and conversion 
Rv0956	purN	F	Nucleotide transport and metabolism 
Rv0957	purH	F	Nucleotide transport and metabolism 
Rv0958	-	H	Coenzyme transport and metabolism 
Rv0959	-	R	General function prediction only 
Rv0960	-	R	General function prediction only 
Rv0962c	lprP	C	Energy production and conversion 
Rv0962c	lprP	E	Amino acid transport and metabolism 
Rv0967	-	S	Function unknown 
Rv0969	ctpV	P	Inorganic ion transport and metabolism 
Rv0971c	echA7	I	Lipid transport and metabolism 
Rv0972c	fadE12	I	Lipid transport and metabolism 
Rv0973c	accA2	I	Lipid transport and metabolism 
Rv0973c	accA2	I	Lipid transport and metabolism 
Rv0973c	accA2	I	Lipid transport and metabolism 
Rv0974c	accD2	I	Lipid transport and metabolism 
Rv0975c	fadE13	I	Lipid transport and metabolism 
Rv0978c	PE_PGRS17	S	Function unknown 
Rv0980c	PE_PGRS18	S	Function unknown 
Rv0981	mprA	K	Transcription 
Rv0982	mprB	T	Signal transduction mechanisms 
Rv0983	pepD	O	Posttranslational modification, protein turnover, chaperones 
Rv0984	moaB2	H	Coenzyme transport and metabolism 
Rv0985c	mscL	M	Cell wall/membrane/envelope biogenesis 
Rv0986	-	V	Defense mechanisms 
Rv0987	-	V	Defense mechanisms 
Rv0988	-	R	General function prediction only 
Rv0989c	grcC2	H	Coenzyme transport and metabolism 
Rv0991c	-	S	Function unknown 
Rv0992c	-	H	Coenzyme transport and metabolism 
Rv0993	galU	M	Cell wall/membrane/envelope biogenesis 
Rv0994	moeA1	H	Coenzyme transport and metabolism 
Rv0995	rimJ	J	Translation, ribosomal structure and biogenesis 
Rv0998	-	R	General function prediction only 
Rv0998	-	T	Signal transduction mechanisms 
Rv1000c	-	L	Replication, recombination and repair 
Rv1001	arcA	E	Amino acid transport and metabolism 
Rv1002c	-	O	Posttranslational modification, protein turnover, chaperones 
Rv1003	-	R	General function prediction only 
Rv1005c	pabB	H	Coenzyme transport and metabolism 
Rv1007c	metG	J	Translation, ribosomal structure and biogenesis 
Rv1008	tatD	L	Replication, recombination and repair 
Rv1009	rpfB	S	Function unknown 
Rv1010	ksgA	J	Translation, ribosomal structure and biogenesis 
Rv1011	ispE	I	Lipid transport and metabolism 
Rv1013	pks16	Q	Secondary metabolites biosynthesis, transport and catabolism 
Rv1014c	pth	J	Translation, ribosomal structure and biogenesis 
Rv1015c	rplY	J	Translation, ribosomal structure and biogenesis 
Rv1017c	prsA	E	Amino acid transport and metabolism 
Rv1018c	glmU	M	Cell wall/membrane/envelope biogenesis 
Rv1019	-	K	Transcription 
Rv1020	mfd	K	Transcription 
Rv1021	-	R	General function prediction only 
Rv1022	lpqU	M	Cell wall/membrane/envelope biogenesis 
Rv1023	eno	G	Carbohydrate transport and metabolism 
Rv1024	-	D	Cell cycle control, cell division, chromosome partitioning 
Rv1025	-	S	Function unknown 
Rv1026	-	P	Inorganic ion transport and metabolism 
Rv1027c	kdpE	K	Transcription 
Rv1028c	kdpD	T	Signal transduction mechanisms 
Rv1029	kdpA	P	Inorganic ion transport and metabolism 
Rv1030	kdpB	P	Inorganic ion transport and metabolism 
Rv1031	kdpC	P	Inorganic ion transport and metabolism 
Rv1032c	trcS	T	Signal transduction mechanisms 
Rv1033c	trcR	K	Transcription 
Rv1034c	-	L	Replication, recombination and repair 
Rv1041c	-	L	Replication, recombination and repair 
Rv1042c	-	L	Replication, recombination and repair 
Rv1043c	-	O	Posttranslational modification, protein turnover, chaperones 
Rv1047	-	L	Replication, recombination and repair 
Rv1049	-	K	Transcription 
Rv1050	-	R	General function prediction only 
Rv1056	-	S	Function unknown 
Rv1057	-	S	Function unknown 
Rv1058	fadD14	Q	Secondary metabolites biosynthesis, transport and catabolism 
Rv1059	-	E	Amino acid transport and metabolism 
Rv1059	-	S	Function unknown 
Rv1061	-	R	General function prediction only 
Rv1062	-	R	General function prediction only 
Rv1063c	-	R	General function prediction only 
Rv1066	-	P	Inorganic ion transport and metabolism 
Rv1069c	-	S	Function unknown 
Rv1070c	echA8	I	Lipid transport and metabolism 
Rv1071c	echA9	I	Lipid transport and metabolism 
Rv1072	-	S	Function unknown 
Rv1074c	fadA3	I	Lipid transport and metabolism 
Rv1075c	-	E	Amino acid transport and metabolism 
Rv1076	lipU	I	Lipid transport and metabolism 
Rv1077	cbs	E	Amino acid transport and metabolism 
Rv1077	cbs	R	General function prediction only 
Rv1078	pra	S	Function unknown 
Rv1079	metB	E	Amino acid transport and metabolism 
Rv1080c	greA	K	Transcription 
Rv1082	mca	S	Function unknown 
Rv1084	-	O	Posttranslational modification, protein turnover, chaperones 
Rv1085c	-	R	General function prediction only 
Rv1086	-	I	Lipid transport and metabolism 
Rv1087A	-	I	Lipid transport and metabolism 
Rv1092c	coaA	H	Coenzyme transport and metabolism 
Rv1093	glyA	E	Amino acid transport and metabolism 
Rv1095	phoH2	T	Signal transduction mechanisms 
Rv1096	-	G	Carbohydrate transport and metabolism 
Rv1098c	fumC	C	Energy production and conversion 
Rv1099c	glpX	G	Carbohydrate transport and metabolism 
Rv1101c	-	R	General function prediction only 
Rv1102c	-	T	Signal transduction mechanisms 
Rv1104	-	I	Lipid transport and metabolism 
Rv1105	-	I	Lipid transport and metabolism 
Rv1106c	-	G	Carbohydrate transport and metabolism 
Rv1107c	xseB	L	Replication, recombination and repair 
Rv1108c	xseA	L	Replication, recombination and repair 
Rv1110	ispH	M	Cell wall/membrane/envelope biogenesis 
Rv1112	-	J	Translation, ribosomal structure and biogenesis 
Rv1114	-	R	General function prediction only 
Rv1115	-	M	Cell wall/membrane/envelope biogenesis 
Rv1117	-	S	Function unknown 
Rv1120c	-	T	Signal transduction mechanisms 
Rv1121	zwf1	G	Carbohydrate transport and metabolism 
Rv1122	gnd2	G	Carbohydrate transport and metabolism 
Rv1123c	bpoB	R	General function prediction only 
Rv1124	ephC	R	General function prediction only 
Rv1125	-	E	Amino acid transport and metabolism 
Rv1127c	ppdK	G	Carbohydrate transport and metabolism 
Rv1129c	-	K	Transcription 
Rv1129c	-	R	General function prediction only 
Rv1130	-	R	General function prediction only 
Rv1131	gltA1	C	Energy production and conversion 
Rv1133c	metE	E	Amino acid transport and metabolism 
Rv1135A	-	I	Lipid transport and metabolism 
Rv1136	-	I	Lipid transport and metabolism 
Rv1138c	-	C	Energy production and conversion 
Rv1139c	-	S	Function unknown 
Rv1140	-	R	General function prediction only 
Rv1141c	echA11	I	Lipid transport and metabolism 
Rv1142c	echA10	I	Lipid transport and metabolism 
Rv1143	mcr	C	Energy production and conversion 
Rv1144	-	R	General function prediction only 
Rv1145	mmpL13a	R	General function prediction only 
Rv1146	mmpL13b	R	General function prediction only 
Rv1147	-	R	General function prediction only 
Rv1149	-	L	Replication, recombination and repair 
Rv1151c	-	K	Transcription 
Rv1152	-	K	Transcription 
Rv1153c	omt	Q	Secondary metabolites biosynthesis, transport and catabolism 
Rv1154c	-	S	Function unknown 
Rv1156	-	L	Replication, recombination and repair 
Rv1159A	phhB	H	Coenzyme transport and metabolism 
Rv1160	mutT2	R	General function prediction only 
Rv1161	narG	C	Energy production and conversion 
Rv1162	narH	C	Energy production and conversion 
Rv1163	narJ	C	Energy production and conversion 
Rv1164	narI	C	Energy production and conversion 
Rv1165	typA	T	Signal transduction mechanisms 
Rv1166	lpqW	E	Amino acid transport and metabolism 
Rv1167c	-	K	Transcription 
Rv1170	mshB	S	Function unknown 
Rv1173	fbiC	R	General function prediction only 
Rv1175c	fadH	R	General function prediction only 
Rv1175c	fadH	C	Energy production and conversion 
Rv1176c	-	K	Transcription 
Rv1177	fdxC	C	Energy production and conversion 
Rv1178	-	E	Amino acid transport and metabolism 
Rv1179c	-	L	Replication, recombination and repair 
Rv1180	pks3	Q	Secondary metabolites biosynthesis, transport and catabolism 
Rv1181	pks4	Q	Secondary metabolites biosynthesis, transport and catabolism 
Rv1182	papA3	Q	Secondary metabolites biosynthesis, transport and catabolism 
Rv1183	mmpL10	R	General function prediction only 
Rv1184c	-	R	General function prediction only 
Rv1185c	fadD21	Q	Secondary metabolites biosynthesis, transport and catabolism 
Rv1186c	-	Q	Secondary metabolites biosynthesis, transport and catabolism 
Rv1187	rocA	C	Energy production and conversion 
Rv1188	-	E	Amino acid transport and metabolism 
Rv1189	sigI	K	Transcription 
Rv1190	-	R	General function prediction only 
Rv1191	-	R	General function prediction only 
Rv1192	-	R	General function prediction only 
Rv1193	fadD36	Q	Secondary metabolites biosynthesis, transport and catabolism 
Rv1194c	-	Q	Secondary metabolites biosynthesis, transport and catabolism 
Rv1199c	-	L	Replication, recombination and repair 
Rv1200	-	R	General function prediction only 
Rv1201c	-	E	Amino acid transport and metabolism 
Rv1202	dapE	E	Amino acid transport and metabolism 
Rv1204c	-	R	General function prediction only 
Rv1205	-	R	General function prediction only 
Rv1206	fadD6	Q	Secondary metabolites biosynthesis, transport and catabolism 
Rv1207	folP2	H	Coenzyme transport and metabolism 
Rv1208	-	M	Cell wall/membrane/envelope biogenesis 
Rv1210	tagA	L	Replication, recombination and repair 
Rv1212c	-	M	Cell wall/membrane/envelope biogenesis 
Rv1213	glgC	G	Carbohydrate transport and metabolism 
Rv1215c	-	R	General function prediction only 
Rv1216c	-	O	Posttranslational modification, protein turnover, chaperones 
Rv1217c	-	M	Cell wall/membrane/envelope biogenesis 
Rv1218c	-	V	Defense mechanisms 
Rv1219c	-	K	Transcription 
Rv1220c	-	R	General function prediction only 
Rv1221	sigE	K	Transcription 
Rv1223	htrA	O	Posttranslational modification, protein turnover, chaperones 
Rv1224	tatB	U	Intracellular trafficking, secretion, and vesicular transport 
Rv1225c	-	G	Carbohydrate transport and metabolism 
Rv1226c	-	S	Function unknown 
Rv1227c	-	S	Function unknown 
Rv1229c	mrp	D	Cell cycle control, cell division, chromosome partitioning 
Rv1230c	-	M	Cell wall/membrane/envelope biogenesis 
Rv1231c	-	S	Function unknown 
Rv1232c	-	P	Inorganic ion transport and metabolism 
Rv1235	lpqY	G	Carbohydrate transport and metabolism 
Rv1236	sugA	G	Carbohydrate transport and metabolism 
Rv1237	sugB	G	Carbohydrate transport and metabolism 
Rv1238	sugC	G	Carbohydrate transport and metabolism 
Rv1239c	corA	P	Inorganic ion transport and metabolism 
Rv1240	mdh	C	Energy production and conversion 
Rv1244	lpqZ	M	Cell wall/membrane/envelope biogenesis 
Rv1245c	-	R	General function prediction only 
Rv1246c	-	D	Cell cycle control, cell division, chromosome partitioning 
Rv1247c	-	D	Cell cycle control, cell division, chromosome partitioning 
Rv1248c	kgd	C	Energy production and conversion 
Rv1248c	kgd	C	Energy production and conversion 
Rv1250	-	R	General function prediction only 
Rv1251c	-	L	Replication, recombination and repair 
Rv1251c	-	R	General function prediction only 
Rv1253	deaD	J	Translation, ribosomal structure and biogenesis 
Rv1254	-	I	Lipid transport and metabolism 
Rv1255c	-	K	Transcription 
Rv1256c	cyp130	Q	Secondary metabolites biosynthesis, transport and catabolism 
Rv1257c	-	C	Energy production and conversion 
Rv1258c	-	R	General function prediction only 
Rv1259	-	L	Replication, recombination and repair 
Rv1260	-	C	Energy production and conversion 
Rv1262c	-	R	General function prediction only 
Rv1263	amiB2	J	Translation, ribosomal structure and biogenesis 
Rv1264	-	T	Signal transduction mechanisms 
Rv1266c	pknH	L	Replication, recombination and repair 
Rv1267c	embR	T	Signal transduction mechanisms 
Rv1267c	embR	T	Signal transduction mechanisms 
Rv1272c	-	V	Defense mechanisms 
Rv1273c	-	V	Defense mechanisms 
Rv1276c	-	T	Signal transduction mechanisms 
Rv1277	-	L	Replication, recombination and repair 
Rv1278	-	L	Replication, recombination and repair 
Rv1278	-	S	Function unknown 
Rv1279	-	E	Amino acid transport and metabolism 
Rv1280c	oppA	E	Amino acid transport and metabolism 
Rv1281c	oppD	R	General function prediction only 
Rv1282c	oppC	P	Inorganic ion transport and metabolism 
Rv1283c	oppB	P	Inorganic ion transport and metabolism 
Rv1284	-	P	Inorganic ion transport and metabolism 
Rv1285	cysD	H	Coenzyme transport and metabolism 
Rv1286	cysN	P	Inorganic ion transport and metabolism 
Rv1286	cysN	P	Inorganic ion transport and metabolism 
Rv1287	-	K	Transcription 
Rv1288	-	R	General function prediction only 
Rv1288	-	M	Cell wall/membrane/envelope biogenesis 
Rv1290c	-	S	Function unknown 
Rv1292	argS	J	Translation, ribosomal structure and biogenesis 
Rv1293	lysA	E	Amino acid transport and metabolism 
Rv1294	thrA	E	Amino acid transport and metabolism 
Rv1295	thrC	E	Amino acid transport and metabolism 
Rv1296	thrB	E	Amino acid transport and metabolism 
Rv1297	rho	K	Transcription 
Rv1298	rpmE	J	Translation, ribosomal structure and biogenesis 
Rv1299	prfA	J	Translation, ribosomal structure and biogenesis 
Rv1300	hemK	J	Translation, ribosomal structure and biogenesis 
Rv1301	-	J	Translation, ribosomal structure and biogenesis 
Rv1302	rfe	M	Cell wall/membrane/envelope biogenesis 
Rv1304	atpB	C	Energy production and conversion 
Rv1305	atpE	C	Energy production and conversion 
Rv1306	atpF	C	Energy production and conversion 
Rv1307	atpH	C	Energy production and conversion 
Rv1307	atpH	C	Energy production and conversion 
Rv1308	atpA	C	Energy production and conversion 
Rv1309	atpG	C	Energy production and conversion 
Rv1310	atpD	C	Energy production and conversion 
Rv1311	atpC	C	Energy production and conversion 
Rv1313c	-	L	Replication, recombination and repair 
Rv1314c	-	S	Function unknown 
Rv1315	murA	M	Cell wall/membrane/envelope biogenesis 
Rv1316c	ogt	L	Replication, recombination and repair 
Rv1317c	alkA	L	Replication, recombination and repair 
Rv1317c	alkA	F	Nucleotide transport and metabolism 
Rv1318c	-	T	Signal transduction mechanisms 
Rv1319c	-	T	Signal transduction mechanisms 
Rv1320c	-	T	Signal transduction mechanisms 
Rv1321	-	L	Replication, recombination and repair 
Rv1322A	-	E	Amino acid transport and metabolism 
Rv1323	fadA4	I	Lipid transport and metabolism 
Rv1324	-	O	Posttranslational modification, protein turnover, chaperones 
Rv1326c	glgB	G	Carbohydrate transport and metabolism 
Rv1327c	glgE	G	Carbohydrate transport and metabolism 
Rv1328	glgP	G	Carbohydrate transport and metabolism 
Rv1329c	dinG	L	Replication, recombination and repair 
Rv1330c	-	H	Coenzyme transport and metabolism 
Rv1331	clpS	S	Function unknown 
Rv1333	-	Q	Secondary metabolites biosynthesis, transport and catabolism 
Rv1334	-	R	General function prediction only 
Rv1335	-	H	Coenzyme transport and metabolism 
Rv1336	cysM	E	Amino acid transport and metabolism 
Rv1337	-	R	General function prediction only 
Rv1338	murI	M	Cell wall/membrane/envelope biogenesis 
Rv1339	-	R	General function prediction only 
Rv1340	rph	J	Translation, ribosomal structure and biogenesis 
Rv1341	-	F	Nucleotide transport and metabolism 
Rv1343c	lprD	K	Transcription 
Rv1344	-	Q	Secondary metabolites biosynthesis, transport and catabolism 
Rv1345	fadD33	Q	Secondary metabolites biosynthesis, transport and catabolism 
Rv1346	fadE14	I	Lipid transport and metabolism 
Rv1347c	-	J	Translation, ribosomal structure and biogenesis 
Rv1348	-	V	Defense mechanisms 
Rv1348	-	P	Inorganic ion transport and metabolism 
Rv1349	-	V	Defense mechanisms 
Rv1350	fabG	R	General function prediction only 
Rv1353c	-	K	Transcription 
Rv1354c	-	T	Signal transduction mechanisms 
Rv1354c	-	T	Signal transduction mechanisms 
Rv1355c	moeY	H	Coenzyme transport and metabolism 
Rv1357c	-	T	Signal transduction mechanisms 
Rv1358	-	T	Signal transduction mechanisms 
Rv1358	-	K	Transcription 
Rv1358	-	R	General function prediction only 
Rv1359	-	T	Signal transduction mechanisms 
Rv1360	-	C	Energy production and conversion 
Rv1364c	-	T	Signal transduction mechanisms 
Rv1364c	-	T	Signal transduction mechanisms 
Rv1364c	-	K	Transcription 
Rv1365c	rsfA	T	Signal transduction mechanisms 
Rv1366	-	S	Function unknown 
Rv1367c	-	V	Defense mechanisms 
Rv1369c	-	L	Replication, recombination and repair 
Rv1370c	-	L	Replication, recombination and repair 
Rv1372	-	Q	Secondary metabolites biosynthesis, transport and catabolism 
Rv1375	-	S	Function unknown 
Rv1376	-	S	Function unknown 
Rv1377c	-	R	General function prediction only 
Rv1378c	-	V	Defense mechanisms 
Rv1379	pyrR	F	Nucleotide transport and metabolism 
Rv1380	pyrB	F	Nucleotide transport and metabolism 
Rv1381	pyrC	F	Nucleotide transport and metabolism 
Rv1383	carA	F	Nucleotide transport and metabolism 
Rv1384	carB	F	Nucleotide transport and metabolism 
Rv1385	pyrF	F	Nucleotide transport and metabolism 
Rv1389	gmk	F	Nucleotide transport and metabolism 
Rv1390	rpoZ	K	Transcription 
Rv1391	dfp	H	Coenzyme transport and metabolism 
Rv1392	metK	H	Coenzyme transport and metabolism 
Rv1393c	-	P	Inorganic ion transport and metabolism 
Rv1394c	cyp132	Q	Secondary metabolites biosynthesis, transport and catabolism 
Rv1395	-	K	Transcription 
Rv1397c	-	R	General function prediction only 
Rv1399c	lipH	I	Lipid transport and metabolism 
Rv1400c	lipI	I	Lipid transport and metabolism 
Rv1401	-	S	Function unknown 
Rv1402	priA	L	Replication, recombination and repair 
Rv1403c	-	R	General function prediction only 
Rv1404	-	K	Transcription 
Rv1405c	-	R	General function prediction only 
Rv1406	fmt	J	Translation, ribosomal structure and biogenesis 
Rv1407	fmu	J	Translation, ribosomal structure and biogenesis 
Rv1408	rpe	G	Carbohydrate transport and metabolism 
Rv1409	ribG	H	Coenzyme transport and metabolism 
Rv1409	ribG	H	Coenzyme transport and metabolism 
Rv1410c	-	R	General function prediction only 
Rv1412	ribC	H	Coenzyme transport and metabolism 
Rv1413	-	E	Amino acid transport and metabolism 
Rv1414	-	E	Amino acid transport and metabolism 
Rv1415	ribA2	H	Coenzyme transport and metabolism 
Rv1415	ribA2	H	Coenzyme transport and metabolism 
Rv1416	ribH	H	Coenzyme transport and metabolism 
Rv1420	uvrC	L	Replication, recombination and repair 
Rv1421	-	R	General function prediction only 
Rv1422	-	S	Function unknown 
Rv1423	whiA	S	Function unknown 
Rv1426c	lipO	I	Lipid transport and metabolism 
Rv1427c	fadD12	Q	Secondary metabolites biosynthesis, transport and catabolism 
Rv1428c	-	I	Lipid transport and metabolism 
Rv1429	-	Q	Secondary metabolites biosynthesis, transport and catabolism 
Rv1432	-	Q	Secondary metabolites biosynthesis, transport and catabolism 
Rv1433	-	S	Function unknown 
Rv1436	gap	G	Carbohydrate transport and metabolism 
Rv1437	pgk	G	Carbohydrate transport and metabolism 
Rv1438	tpiA	G	Carbohydrate transport and metabolism 
Rv1440	secG	U	Intracellular trafficking, secretion, and vesicular transport 
Rv1442	bisC	C	Energy production and conversion 
Rv1443c	-	S	Function unknown 
Rv1444c	-	L	Replication, recombination and repair 
Rv1445c	devB	G	Carbohydrate transport and metabolism 
Rv1446c	opcA	G	Carbohydrate transport and metabolism 
Rv1447c	zwf2	G	Carbohydrate transport and metabolism 
Rv1448c	tal	G	Carbohydrate transport and metabolism 
Rv1449c	tkt	G	Carbohydrate transport and metabolism 
Rv1451	ctaB	O	Posttranslational modification, protein turnover, chaperones 
Rv1453	-	Q	Secondary metabolites biosynthesis, transport and catabolism 
Rv1454c	qor	R	General function prediction only 
Rv1456c	-	O	Posttranslational modification, protein turnover, chaperones 
Rv1457c	-	V	Defense mechanisms 
Rv1458c	-	V	Defense mechanisms 
